date,area,fuel_type,total_energy_produced,day_peak,evening_peak,Demand,Supply,total_fuel_cost,apparent_temperature_mean (°C),total_fuel_quantity,district,fuel,temperature_class,season
2020-05-31,Dhaka,HFO,931657432,1685,1989,90196,90196,784004254.5,32.73548387,12645229.91,1,2,0,summer
2020-05-31,Rangpur,Solar,127726061,190.4,274,17936,17936,12835470.05,30.10322581,1069622.504,9,5,0,summer
2020-05-31,Rangpur,HFO,110547621,190.4,274,16166,16166,110276428.8,30.51923077,1778652.077,9,2,0,summer
2020-05-31,Chattogram,HFO,262789771,525.8,773,29426,29426,1232873912,32.86451613,19885063.1,2,2,0,summer
2020-05-31,Khulna,HSD,180917191,475,779,23340,23340,102593977.9,34.64705882,1282424.724,6,3,0,summer
2020-05-31,Mymensingh,Solar,218777600,382,570,23926,23926,5383735,31.4516129,448644.5833,4,5,0,summer
2020-05-31,Rangpur,HSD,29676669,157.2,274,4381,4381,6476310,30.38571429,80953.875,9,3,0,summer
2020-05-31,Rangpur,Coal,127726061,190.4,274,17936,17936,607726172,30.10322581,52743019.86,9,1,0,summer
2020-05-31,Cumilla,HFO,777562336,1246,1408,31134,31134,569188352,32.82258065,9180457.29,3,2,0,summer
2020-05-31,Cumilla,Gas,777562336,1246,1408,31134,31134,712482860.8,32.82258065,5654625879,3,0,0,summer
2020-05-31,Barisal,HFO,297258661,808,968,8317,8317,193816734.7,33.85555556,3126076.366,7,2,0,summer
2020-05-31,Dhaka,HSD,30287680,1277,1772,3538,3538,271984.24,35.4,3399.803,1,3,0,summer
2020-05-31,Mymensingh,Gas,218777600,382,570,23926,23926,128425201,31.4516129,1019247627,4,0,0,summer
2020-05-31,Barisal,Coal,287139219,808,968,6033,6033,900479873,33.985,78150374.31,7,1,0,summer
2020-05-31,Dhaka,Gas,931657432,1685,1989,90196,90196,940387986.1,32.73548387,7463396715,1,0,0,summer
2020-05-31,Rajshahi,HFO,320857425,653,1040,28222,28222,394451396.5,32.76428571,6362119.299,8,2,0,summer
2020-05-31,Chattogram,Solar,262789771,525.8,773,29426,29426,38935356.95,32.86451613,3244613.079,2,5,0,summer
2020-05-31,Chattogram,Gas,262789771,525.8,773,29426,29426,210492150,32.86451613,1670572619,2,0,0,summer
2020-05-31,Rajshahi,Gas,350247278,653,1040,30420,30420,79647210.7,32.70645161,632120719.8,8,0,0,summer
2020-05-31,Barisal,Gas,332318564,808,968,9065,9065,146833975.2,33.4516129,1165349009,7,0,0,summer
2020-06-30,Rangpur,Coal,147001027,269.3,275,21211,21211,595734422,33.31666667,51702286.16,9,1,0,summer
2020-06-30,Chattogram,Solar,432396171,937.5,1013,29750,29750,28354328.8,32.72666667,2362860.733,2,5,0,summer
2020-06-30,Mymensingh,HFO,272939290,504.3,550,26286,25936,1263611558,33.17666667,20380831.59,4,2,0,summer
2020-06-30,Rajshahi,Gas,405027130,992,1204,34465,34465,66039860.46,34.31666667,524125876.6,8,0,0,summer
2020-06-30,Sylhet,Gas,748880781,1188,1185,12942,12742,955522008.1,33.31666667,7583508001,5,0,0,summer
2020-06-30,Dhaka,HFO,1192551893,2035,2228,105990,105990,2184439117,33.47,35232888.98,1,2,0,summer
2020-06-30,Rangpur,HFO,147001027,269.3,275,21211,21211,273109785.6,33.31666667,4404996.542,9,2,0,summer
2020-06-30,Barisal,Gas,451857344,817,959,9492,9492,165519580.5,33.73666667,1313647464,7,0,0,summer
2020-06-30,Mymensingh,Solar,272939290,504.3,550,26286,25936,4996393,33.17666667,416366.0833,4,5,0,summer
2020-06-30,Barisal,Coal,427616326,817,959,8308,8308,1301916838,33.69615385,112990074.8,7,1,0,summer
2020-06-30,Chattogram,Gas,432396171,937.5,1013,29750,29750,187094765.4,32.72666667,1484879091,2,0,0,summer
2020-06-30,Cumilla,Gas,796579132,1273,1382,31306,31306,739825132.9,33.03666667,5871628039,3,0,0,summer
2020-06-30,Cumilla,HFO,796579132,1273,1382,31306,31306,533367471,33.03666667,8602701.144,3,2,0,summer
2020-06-30,Khulna,Gas,343920183,565,891,41327,41327,256942022.4,34.09,2039222400,6,0,0,summer
2020-06-30,Rangpur,HSD,106091589,269.3,275,15271,15271,25933770,33.64761905,324172.125,9,3,0,summer
2020-06-30,Rajshahi,Gas/HSD,405027130,992,1204,34465,34465,268604889.3,34.31666667,3160057.521,8,4,0,summer
2020-06-30,Cumilla,HSD,79981891,1255,1382,3222,3222,32708188.8,33.16666667,408852.36,3,3,0,summer
2020-06-30,Mymensingh,Gas,272939290,504.3,550,26286,25936,106001865.6,33.17666667,841284647.6,4,0,0,summer
2020-06-30,Rangpur,Solar,147001027,269.3,275,21211,21211,10866205.35,33.31666667,905517.1125,9,5,0,summer
2020-06-30,Rajshahi,HFO,405027130,992,1204,34465,34465,807789554.3,34.31666667,13028863.78,8,2,0,summer
2020-06-30,Khulna,HSD,343920183,565,891,41327,41327,308629440,34.09,3857868,6,3,0,summer
2020-06-30,Chattogram,HFO,432396171,937.5,1013,29750,29750,2566410424,32.72666667,41393716.52,2,2,0,summer
2020-06-30,Khulna,HFO,343920183,565,891,41327,41327,730594673.4,34.09,11783785.05,6,2,0,summer
2020-06-30,Rajshahi,HSD,20490441,992,1204,1316,1316,5757119.55,35.4,71963.99438,8,3,0,summer
2020-06-30,Dhaka,HSD,251347495,2023,2228,22415,22415,24232897.92,34.23333333,302911.224,1,3,0,summer
2020-06-30,Barisal,HFO,451857344,817,959,9492,9492,311646930.9,33.73666667,5026563.401,7,2,0,summer
2020-06-30,Dhaka,Gas,1192551893,2035,2228,105990,105990,1028372561,33.47,8161686991,1,0,0,summer
2020-07-31,Khulna,Gas,362954518,546,830,44846,44752,271423278,34.21612903,2154153000,6,0,0,summer
2020-07-31,Chattogram,Solar,500084861,828.5,1013,33935,33935,25135195.05,32.29354839,2094599.588,2,5,0,summer
2020-07-31,Rangpur,HFO,165027029,269.3,275,23031,23031,378618470.4,33.70322581,6106749.523,9,2,0,summer
2020-07-31,Dhaka,HFO,1348630003,2243,2339,115633,115633,2410073317,33.71935484,38872150.28,1,2,0,summer
2020-07-31,Barisal,HFO,538622815,817,928,10320,10320,340755486.7,33.89677419,5496056.237,7,2,0,summer
2020-07-31,Rangpur,Coal,165027029,269.3,275,23031,23031,616429608,33.70322581,53498369.09,9,1,0,summer
2020-07-31,Cumilla,HFO,880586370,1276,1441,33985,33985,786660112,33.09032258,12688066.32,3,2,0,summer
2020-07-31,Rajshahi,Gas/HSD,439386962,653,1075,37789,37789,285254623.2,34.77096774,3355936.743,8,4,0,summer
2020-07-31,Barisal,Gas,538622815,817,928,10320,10320,173896486.3,33.89677419,1380130844,7,0,0,summer
2020-07-31,Mymensingh,Solar,301159510,470.2,558,28380,28380,4856121,33.75806452,404676.75,4,5,0,summer
2020-07-31,Rajshahi,HFO,439386962,653,1075,37789,37789,1038667124,34.77096774,16752695.56,8,2,0,summer
2020-07-31,Khulna,HFO,362954518,546,830,44846,44752,753004570.4,34.21612903,12145235.01,6,2,0,summer
2020-07-31,Rangpur,HSD,165027029,269.3,275,23031,23031,48786300,33.70322581,609828.75,9,3,0,summer
2020-07-31,Rangpur,Solar,165027029,269.3,275,23031,23031,8769158.45,33.70322581,730763.2042,9,5,0,summer
2020-07-31,Dhaka,HSD,640411271,2240,2328,53431,53431,142888835.8,33.74285714,1786110.447,1,3,0,summer
2020-07-31,Dhaka,Gas,1348630003,2243,2339,115633,115633,1151318981,33.71935484,9137452231,1,0,0,summer
2020-07-31,Rajshahi,HSD,51155382,653,1011,3732,3732,8762480.37,35.33333333,109531.0046,8,3,0,summer
2020-07-31,Cumilla,Gas,880586370,1276,1441,33985,33985,786295268,33.09032258,6240438635,3,0,0,summer
2020-07-31,Barisal,Coal,538622815,817,928,10320,10320,1645295763,33.89677419,142791064.6,7,1,0,summer
2020-07-31,Mymensingh,Gas,301159510,470.2,558,28380,28380,106085542,33.75806452,841948746,4,0,0,summer
2020-07-31,Cumilla,HSD,120083789,1276,1441,4494,4494,12723071.76,34.175,159038.397,3,3,0,summer
2020-07-31,Chattogram,Gas,500084861,828.5,1013,33935,33935,188590880.5,32.29354839,1496753020,2,0,0,summer
2020-07-31,Mymensingh,HFO,301159510,470.2,558,28380,28380,1489836749,33.75806452,24029624.98,4,2,0,summer
2020-07-31,Chattogram,HFO,500084861,828.5,1013,33935,33935,3098680313,32.29354839,49978714.73,2,2,0,summer
2020-07-31,Rajshahi,Gas,439386962,653,1075,37789,37789,62068171.02,34.77096774,492604531.9,8,0,0,summer
2020-07-31,Khulna,HSD,362954518,546,830,44846,44752,326696420,34.21612903,4083705.25,6,3,0,summer
2020-07-31,Sylhet,Gas,730348371,1223,1208,14358,14358,933959282.5,33.70322581,7412375258,5,0,0,summer
2020-08-31,Cumilla,Gas,806494051,1324,1424,34075,34075,713046275.8,32.99354839,5659097427,3,0,0,summer
2020-08-31,Rajshahi,Gas,485186935,709,1038,38694,38694,44360130.58,34.63225806,352064528.4,8,0,0,summer
2020-08-31,Rangpur,HFO,168037016,269.9,271,23972,23972,413868736,34.70322581,6675302.194,9,2,0,summer
2020-08-31,Khulna,HFO,471821980,758,1000,45127,45127,911082800.6,33.75483871,14694883.88,6,2,0,summer
2020-08-31,Barisal,HFO,516391783,685,932,10338,10338,234717849.6,33.44516129,3785771.768,7,2,0,summer
2020-08-31,Chattogram,Gas,453533057,851.4,954,34039,34039,108268381.4,32.08064516,859272868.4,2,0,0,summer
2020-08-31,Dhaka,HSD,576539289,2061,2280,56093,56093,118981141.8,33.92666667,1487264.273,1,3,0,summer
2020-08-31,Dhaka,Gas,1180929932,2061,2313,111385,111385,997293740.8,33.50967742,7915029689,1,0,0,summer
2020-08-31,Chattogram,Solar,453533057,851.4,954,34039,34039,26179930.35,32.08064516,2181660.863,2,5,0,summer
2020-08-31,Cumilla,HSD,189604532,1324,1424,7376,7376,31441011.84,33.12857143,393012.648,3,3,0,summer
2020-08-31,Barisal,Gas,516391783,685,932,10338,10338,174380109.8,33.44516129,1383969125,7,0,0,summer
2020-08-31,Barisal,Coal,516391783,685,932,10338,10338,1585580560,33.44516129,137608532.9,7,1,0,summer
2020-08-31,Rajshahi,HFO,485186935,709,1038,38694,38694,1520299372,34.63225806,24520957.61,8,2,0,summer
2020-08-31,Mymensingh,Solar,324584460,487.7,561,29744,29744,5524804,34.26129032,460400.3333,4,5,0,summer
2020-08-31,Rangpur,HSD,20432546,269.9,271,3077,3077,4621860,37.05,57773.25,9,3,0,summer
2020-08-31,Rangpur,Solar,168037016,269.9,271,23972,23972,12808231.8,34.70322581,1067352.65,9,5,0,summer
2020-08-31,Khulna,HSD,471821980,758,1000,45127,45127,1576602777,33.75483871,19707534.71,6,3,0,summer
2020-08-31,Mymensingh,Gas,324584460,487.7,561,29744,29744,106303859.6,34.26129032,843681425.4,4,0,0,summer
2020-08-31,Khulna,Gas,471821980,758,1000,45127,45127,271345032,33.75483871,2153532000,6,0,0,summer
2020-08-31,Rajshahi,Gas/HSD,485186935,709,1038,38694,38694,279658115.6,34.63225806,3290095.477,8,4,0,summer
2020-08-31,Chattogram,HFO,453533057,851.4,954,34039,34039,3109919716,32.08064516,50159995.42,2,2,0,summer
2020-08-31,Cumilla,HFO,806494051,1324,1424,34075,34075,995575575.7,32.99354839,16057670.58,3,2,0,summer
2020-08-31,Rangpur,Coal,168037016,269.9,271,23972,23972,614532066,34.70322581,53333686.21,9,1,0,summer
2020-08-31,Rajshahi,HSD,87330485,709,1038,6530,6530,22772766.87,35.6,284659.5859,8,3,0,summer
2020-08-31,Dhaka,HFO,1180929932,2061,2313,111385,111385,2455510188,33.50967742,39605003.03,1,2,0,summer
2020-08-31,Mymensingh,HFO,324584460,487.7,561,29744,29744,1509433920,34.26129032,24345708.39,4,2,0,summer
2020-08-31,Sylhet,Gas,664599411,1035,1019,15391,15391,834872055.2,34.70322581,6625968692,5,0,0,summer
2020-09-30,Dhaka,HSD,965880234,2093,2353,89580,89580,211353975.4,34.60454545,2641924.692,1,3,0,summer
2020-09-30,Rangpur,Coal,168045200,270,273,21451,21451,594782128,33.43333333,51619638.96,9,1,0,summer
2020-09-30,Cumilla,Gas,786771130,1222,1393,33716,33716,654297252.5,33.83,5192835337,3,0,0,summer
2020-09-30,Rajshahi,HFO,478729741,866,1194,36220,36220,1563105478,34.73333333,25211378.67,8,2,0,summer
2020-09-30,Rajshahi,Gas/HSD,478729741,866,1194,36220,36220,267243244.3,34.73333333,3144038.168,8,4,0,summer
2020-09-30,Mymensingh,Gas,290099970,477.5,542,26442,26442,105849851,33.98333333,840078182.5,4,0,0,summer
2020-09-30,Barisal,Gas,485609896,648,885,10132,10132,155636711.7,34.32333333,1235211998,7,0,0,summer
2020-09-30,Sylhet,Gas,765217635,1252,1255,14486,14486,996664549.4,33.43333333,7910036106,5,0,0,summer
2020-09-30,Dhaka,HFO,1291834040,2107,2353,119994,119994,2797312801,34.21,45117948.4,1,2,0,summer
2020-09-30,Mymensingh,Solar,290099970,477.5,542,26442,26442,4477546,33.98333333,373128.8333,4,5,0,summer
2020-09-30,Chattogram,Solar,530080335,1022,1138,35369,35369,35778063.3,33.44666667,2981505.275,2,5,0,summer
2020-09-30,Rangpur,HSD,18099822,270,273,2183,2183,827370,33.43333333,10342.125,9,3,0,summer
2020-09-30,Mymensingh,HFO,290099970,477.5,542,26442,26442,1224128986,33.98333333,19744015.9,4,2,0,summer
2020-09-30,Chattogram,HFO,530080335,1022,1138,35369,35369,3371877335,33.44666667,54385118.3,2,2,0,summer
2020-09-30,Khulna,HFO,458506132,854,1031,44186,44186,910507683.9,34.47666667,14685607.81,6,2,0,summer
2020-09-30,Khulna,HSD,458506132,854,1031,44186,44186,1723060049,34.47666667,21538250.61,6,3,0,summer
2020-09-30,Cumilla,HSD,346151774,1222,1393,14792,14792,55723127.04,34.55384615,696539.088,3,3,0,summer
2020-09-30,Rajshahi,HSD,227572278,866,1194,16048,16048,69798578.85,35.38461538,872482.2356,8,3,0,summer
2020-09-30,Dhaka,Gas,1291834040,2107,2353,119994,119994,1059438302,34.21,8408240490,1,0,0,summer
2020-09-30,Cumilla,HFO,786771130,1222,1393,33716,33716,1148361024,33.83,18521952.01,3,2,0,summer
2020-09-30,Rangpur,Solar,168045200,270,273,21451,21451,7839754,33.43333333,653312.8333,9,5,0,summer
2020-09-30,Chattogram,Gas,530080335,1022,1138,35369,35369,193380831.7,33.44666667,1534768506,2,0,0,summer
2020-09-30,Barisal,HFO,485609896,648,885,10132,10132,289812034.6,34.32333333,4674387.654,7,2,0,summer
2020-09-30,Rangpur,HFO,168045200,270,273,21451,21451,446730163.2,33.43333333,7205325.213,9,2,0,summer
2020-09-30,Khulna,Gas,458506132,854,1031,44186,44186,247340822.4,34.47666667,1963022400,6,0,0,summer
2020-09-30,Rajshahi,Gas,478729741,866,1194,36220,36220,40393894.95,34.73333333,320586467.8,8,0,0,summer
2020-09-30,Barisal,Coal,485609896,648,885,10132,10132,1499085786,34.32333333,130101869.9,7,1,0,summer
2020-10-31,Rangpur,HSD,5599494,218,237,753,753,256770,33.9,3209.625,9,3,0,summer
2020-10-31,Dhaka,HSD,759169095,1754,1900,85903,85903,189590537.8,35.01428571,2369881.723,1,3,0,summer
2020-10-31,Cumilla,Gas,842223897,1303,1564,34090,34090,730824081.8,33.49032258,5800191125,3,0,0,summer
2020-10-31,Barisal,Coal,504770162,677,865,10031,10031,1742949408,33.81612903,151266177.9,7,1,0,summer
2020-10-31,Cumilla,HSD,524557484,1303,1564,21244,21244,101063894.4,34.83333333,1263298.68,3,3,0,summer
2020-10-31,Barisal,Gas,504770162,677,865,10031,10031,117167472.7,33.81612903,929900577,7,0,0,summer
2020-10-31,Rajshahi,HSD,276200308,818,1208,21176,21176,108939320.3,35.18235294,1361741.504,8,3,0,summer
2020-10-31,Mymensingh,Gas,278987619,489,508,27926,27926,102924451.3,33.40322581,816860724.9,4,0,0,summer
2020-10-31,Mymensingh,Solar,278987619,489,508,27926,27926,5161372,33.40322581,430114.3333,4,5,0,summer
2020-10-31,Chattogram,Gas,435185930,723,903,35706,35706,218839201.7,33.5483871,1736819061,2,0,0,summer
2020-10-31,Khulna,HFO,392898427,669,933,43402,43402,785415020.5,33.4516129,12667984.2,6,2,0,summer
2020-10-31,Dhaka,Gas,1080014759,1754,1900,122981,122981,902292608.1,33.74516129,7161052445,1,0,0,summer
2020-10-31,Rajshahi,Gas,431295270,818,1208,36018,36018,48492917.8,33.39354839,384864427,8,0,0,summer
2020-10-31,Chattogram,Solar,435185930,723,903,35706,35706,34832926.8,33.5483871,2902743.9,2,5,0,summer
2020-10-31,Mymensingh,HFO,278987619,489,508,27926,27926,1197462374,33.40322581,19313909.26,4,2,0,summer
2020-10-31,Chattogram,HFO,435185930,723,903,35706,35706,2517953650,33.5483871,40612155.65,2,2,0,summer
2020-10-31,Khulna,HSD,379408806,669,933,40898,40898,1325872048,33.66206897,16573400.6,6,3,0,summer
2020-10-31,Barisal,HFO,504770162,677,865,10031,10031,293561280,33.81612903,4734859.355,7,2,0,summer
2020-10-31,Dhaka,HFO,1080014759,1754,1900,122981,122981,2539787635,33.74516129,40964316.69,1,2,0,summer
2020-10-31,Rangpur,HFO,159503812,269,337,21599,21599,353543116.8,32.12580645,5702308.335,9,2,0,summer
2020-10-31,Sylhet,Gas,675202011,1053,1063,15294,15294,891694944.2,32.12580645,7076944001,5,0,0,summer
2020-10-31,Rajshahi,HFO,431295270,818,1208,36018,36018,1297176721,33.39354839,20922205.17,8,2,0,summer
2020-10-31,Khulna,Gas,392898427,669,933,43402,43402,226542768.9,33.4516129,1797958483,6,0,0,summer
2020-10-31,Rangpur,Solar,159503812,269,337,21599,21599,11840318.1,32.12580645,986693.175,9,5,0,summer
2020-10-31,Rajshahi,Gas/HSD,428304174,818,1208,34921,34921,242472436.5,33.49,2852616.9,8,4,0,summer
2020-10-31,Rangpur,Coal,159503812,269,337,21599,21599,612951325.3,32.12580645,53196497.72,9,1,0,summer
2020-10-31,Cumilla,HFO,842223897,1303,1564,34090,34090,1006956001,33.49032258,16241225.81,3,2,0,summer
2020-11-30,Sylhet,Gas,651133139,1105,1136,10471,10471,847015085.7,23.19333333,6722341950,5,0,2,fall
2020-11-30,Rajshahi,HFO,246723974,497,659,26116,26116,226435454,24.39,3652184.741,8,2,2,fall
2020-11-30,Rangpur,Coal,133392825,277,338,16933,16933,615819360.1,23.19333333,53445407.22,9,1,2,fall
2020-11-30,Dhaka,Gas,807870872,1523,1699,100113,100113,787283928.5,25.36,6248285146,1,0,2,fall
2020-11-30,Cumilla,HFO,573166773,957,1055,24205,24205,284043543.1,25.63333333,4581347.469,3,2,2,fall
2020-11-30,Barisal,Gas,374455056,587,869,7555,7555,76805188.05,26.24,609564984.5,7,0,2,fall
2020-11-30,Dhaka,HFO,807870872,1523,1699,100113,100113,1221987123,25.36,19709469.73,1,2,2,fall
2020-11-30,Dhaka,HSD,61440165,1411,1600,7507,7507,1592479.68,29,19905.996,1,3,2,fall
2020-11-30,Barisal,Coal,374455056,587,869,7555,7555,1399380984,26.24,121448741.9,7,1,2,fall
2020-11-30,Mymensingh,HFO,154807090,252,454,20615,20615,598914892.8,24.69666667,9659917.626,4,2,2,fall
2020-11-30,Mymensingh,Gas,154807090,252,454,20615,20615,89108560.8,24.69666667,707210800,4,0,2,fall
2020-11-30,Chattogram,HFO,299794094,680,877,29760,29760,1536844793,26.70333333,24787819.24,2,2,2,fall
2020-11-30,Rangpur,Solar,133392825,277,338,16933,16933,10411033.75,23.19333333,867586.1458,9,5,2,fall
2020-11-30,Rangpur,HSD,3947880,145,253,555,555,103950,19.9,1299.375,9,3,1,winter
2020-11-30,Khulna,HFO,278859861,455,679,32382,32382,323494014,25.65333333,5217645.386,6,2,2,fall
2020-11-30,Khulna,HSD,42196803,430,679,5189,5189,13978137.6,31.1,174726.72,6,3,0,summer
2020-11-30,Barisal,HFO,374455056,587,869,7555,7555,48284027.84,26.24,778774.6426,7,2,2,fall
2020-11-30,Cumilla,Gas,573166773,957,1055,24205,24205,546544356.2,25.63333333,4337653621,3,0,2,fall
2020-11-30,Rajshahi,Gas/HSD,214947007,497,638,17746,17746,178994495.8,23.34285714,2105817.598,8,4,2,fall
2020-11-30,Mymensingh,Solar,154807090,252,454,20615,20615,5838025,24.69666667,486502.0833,4,5,2,fall
2020-11-30,Rangpur,HFO,133392825,277,338,16933,16933,150653260.8,23.19333333,2429891.303,9,2,2,fall
2020-11-30,Chattogram,Gas,299794094,680,877,29760,29760,188069999.4,26.70333333,1492619043,2,0,2,fall
2020-11-30,Chattogram,Solar,299794094,680,877,29760,29760,30598750.35,26.70333333,2549895.863,2,5,2,fall
2020-11-30,Khulna,Gas,278859861,455,679,32382,32382,257802955.2,25.65333333,2046055200,6,0,2,fall
2020-11-30,Rajshahi,Gas,246723974,497,659,26116,26116,64682359.06,24.39,513352056,8,0,2,fall
2020-12-31,Chattogram,HFO,266931532,527,758,27800,27800,1861601292,20,30025827.29,2,2,1,winter
2020-12-31,Rajshahi,HFO,360011088,671,820,26250,26250,649006350.2,18.82903226,10467844.36,8,2,1,winter
2020-12-31,Chattogram,Solar,266931532,527,758,27800,27800,34045429.95,20,2837119.163,2,5,1,winter
2020-12-31,Rajshahi,Gas/HSD,355854876,671,820,25371,25371,257956389.9,18.89333333,3034781.058,8,4,1,winter
2020-12-31,Sylhet,Gas,504881538,990,1079,9577,9577,657065127.6,18.36451613,5214802600,5,0,1,winter
2020-12-31,Barisal,HFO,337938892,558,791,7006,7006,71487256.64,20.14666667,1153020.268,7,2,1,winter
2020-12-31,Dhaka,HFO,942921537,1537,1662,90456,90456,1444780884,19.35806452,23302917.49,1,2,1,winter
2020-12-31,Mymensingh,HFO,157526380,277,407,20770,20770,635395372.8,18.87419355,10248312.46,4,2,1,winter
2020-12-31,Khulna,Gas,193264241,443,566,27173,27173,161542684.8,19.15384615,1282084800,6,0,1,winter
2020-12-31,Rangpur,Coal,82782411,236,246,17188,17188,395048499,18.33333333,34285261.66,9,1,1,winter
2020-12-31,Cumilla,HFO,430527565,839,832,21723,21723,146151372.9,19.48,2357280.208,3,2,1,winter
2020-12-31,Khulna,HSD,19520472,376,566,3166,3166,3396556.8,18.4,42456.96,6,3,1,winter
2020-12-31,Mymensingh,Gas,157526380,277,407,20770,20770,87400519.2,18.87419355,693654914.3,4,0,1,winter
2020-12-31,Cumilla,Gas,447086310,839,832,22405,22405,507214615.9,19.44193548,4025512825,3,0,1,winter
2020-12-31,Chattogram,Gas,266931532,527,758,27800,27800,60226168.32,20,477985462.9,2,0,1,winter
2020-12-31,Rajshahi,Gas,360011088,671,820,26250,26250,43674469.93,18.82903226,346622777.2,8,0,1,winter
2020-12-31,Barisal,Coal,343459321,558,791,6772,6772,1339749858,20.41034483,116273507.1,7,1,1,winter
2020-12-31,Dhaka,Gas,942921537,1537,1662,90456,90456,840531621.1,19.35806452,6670885882,1,0,1,winter
2020-12-31,Mymensingh,Solar,157526380,277,407,20770,20770,4114114,18.87419355,342842.8333,4,5,1,winter
2020-12-31,Rangpur,HFO,81404174,236,246,17240,17240,116645836.8,18.26,1881384.465,9,2,1,winter
2020-12-31,Barisal,Gas,347619632,558,791,7241,7241,53388492,20.22580645,423718190.5,7,0,1,winter
2020-12-31,Rangpur,Solar,83205859,236,246,17773,17773,8601839.35,18.36451613,716819.9458,9,5,1,winter
2020-12-31,Khulna,HFO,200344496,443,566,32261,32261,462213661.5,19.90967742,7455059.056,6,2,1,winter
2020-12-31,Rangpur,HSD,3146077,211,208,577,577,485100,21.6,6063.75,9,3,1,winter
2021-01-31,Chattogram,Gas,361357090,754,858,29386,29386,74941382.88,19.57096774,594772880,2,0,1,winter
2021-01-31,Chattogram,HFO,361357090,754,858,29386,29386,2505449343,19.57096774,40410473.27,2,2,1,winter
2021-01-31,Khulna,Gas,322312590,681,890,33431,33431,229716345.6,19.52903226,1823145600,6,0,1,winter
2021-01-31,Barisal,Coal,286453572,544,706,5926,5926,1072454611,20.092,92716746.87,7,1,1,winter
2021-01-31,Rajshahi,Gas,372327557,708,938,28670,28670,35070391.03,17.31290323,278336436.7,8,0,1,winter
2021-01-31,Sylhet,Gas,460556859,756,812,10077,10077,602791233.6,16.70645161,4784057410,5,0,1,winter
2021-01-31,Cumilla,HFO,625220245,1088,1135,22909,22909,255044399.5,18.84516129,4113619.347,3,2,1,winter
2021-01-31,Dhaka,HFO,722705461,1384,1611,91167,91167,1640142947,18.46451613,26453918.5,1,2,1,winter
2021-01-31,Mymensingh,HFO,212848170,407,471,23696,23696,788727705.6,17.56129032,12721414.61,4,2,1,winter
2021-01-31,Dhaka,Gas,722705461,1384,1611,91167,91167,598229156.6,18.46451613,4747850449,1,0,1,winter
2021-01-31,Rajshahi,HSD,14936969,652,917,962,962,1107180.9,17.5,13839.76125,8,3,1,winter
2021-01-31,Khulna,HFO,322312590,681,890,33431,33431,907171110.8,19.52903226,14631792.11,6,2,1,winter
2021-01-31,Khulna,HSD,194221421,681,890,19632,19632,46229097.6,20.06111111,577863.72,6,3,1,winter
2021-01-31,Rangpur,Solar,145122941,268,263,19082,19082,7123946.05,16.75,508853.2893,9,5,1,winter
2021-01-31,Barisal,HFO,196032414,544,706,5200,5200,86930270.4,19.65454545,1402101.135,7,2,1,winter
2021-01-31,Barisal,Gas,305609560,544,706,7335,7335,79340260,19.82580645,629684603.2,7,0,1,winter
2021-01-31,Chattogram,Solar,361357090,754,858,29386,29386,35083852.65,19.57096774,2505989.475,2,5,1,winter
2021-01-31,Dhaka,HSD,83651372,1235,1569,12285,12285,10419419.12,18.525,130242.739,1,3,1,winter
2021-01-31,Rangpur,Coal,149558141,268,263,19679,19679,617953712,16.70645161,53423853.38,9,1,1,winter
2021-01-31,Mymensingh,Gas,212848170,407,471,23696,23696,84883316,17.56129032,673677111.1,4,0,1,winter
2021-01-31,Rajshahi,Gas/HSD,350634935,708,938,23854,23854,214284332.8,17.90769231,2380937.031,8,4,1,winter
2021-01-31,Mymensingh,Solar,207003570,407,471,22997,22997,4164325,17.58,297451.7857,4,5,1,winter
2021-01-31,Rangpur,HFO,149558141,268,263,19679,19679,270822758.4,16.70645161,4368109.006,9,2,1,winter
2021-01-31,Cumilla,Gas,625220245,1088,1135,22909,22909,592206349.8,18.84516129,4700050395,3,0,1,winter
2021-01-31,Rajshahi,HFO,372327557,708,938,28670,28670,1169900726,17.31290323,18869366.54,8,2,1,winter
2021-02-28,Rangpur,HFO,140540775,337,293,18327,18327,278764032,19.475,4496194.065,9,2,1,winter
2021-02-28,Sylhet,Gas,477324409,962,962,9406,9406,577163976.8,19.475,4580666483,5,0,1,winter
2021-02-28,Rajshahi,Gas,283389731,710,931,27283,27283,31451916.85,20.575,249618387.7,8,0,1,winter
2021-02-28,Khulna,HFO,258031422,622,731,31252,31252,421268347.3,22.08571429,6794650.763,6,2,1,winter
2021-02-28,Khulna,HSD,33809883,622,731,3340,3340,7168694.4,17.86666667,89608.68,6,3,1,winter
2021-02-28,Rajshahi,HFO,283389731,710,931,27283,27283,933187596.2,20.575,15051412.84,8,2,1,winter
2021-02-28,Rangpur,Solar,140540775,337,293,18327,18327,9066248.75,19.475,647589.1964,9,5,1,winter
2021-02-28,Barisal,Coal,364671379,560,670,6749,6749,1386277273,22.125,119847607.2,7,1,1,winter
2021-02-28,Mymensingh,HFO,212508348,447,512,22677,22677,830839987.2,20.51428571,13400644.95,4,2,1,winter
2021-02-28,Mymensingh,Gas,212508348,447,512,22677,22677,79159112.48,20.51428571,628246924.4,4,0,1,winter
2021-02-28,Dhaka,Gas,800375955,1889,2154,87107,87107,756019781,20.94642857,6000156992,1,0,1,winter
2021-02-28,Rangpur,HSD,5385696,337,263,685,685,399420,21.6,4992.75,9,3,1,winter
